ACCIDENT REF,BOROUGH,BORO,EASTING,NORTHING,CREFNO,CASUALTY CLASS,CASUALTY SEX,CASUALTY AGE (BANDED),CASUALTY AGE,NO. OF CASUALTIES,CASUALTY SEVERITY,PED LOCATION,PED MOVEMENT,MODE OF TRAVEL,ACCIDENT DATE
1190162787,WESTMINSTER,1,530102,180855,1,3 PEDESTRIAN,2 FEMALE,25-59,28,1,1,05 CROSSING ROAD (NOT ON XING),2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/2/10
1190162800,WESTMINSTER,1,527195,183257,1,3 PEDESTRIAN,1 MALE,25-59,38,1,2,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/11
1190162805,KINGSTON-UPON-THAMES,23,518399,169345,1,3 PEDESTRIAN,2 FEMALE,25-59,49,1,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/11
1190162816,WANDSWORTH,10,527138,177146,1,3 PEDESTRIAN,1 MALE,60+,74,1,1,05 CROSSING ROAD (NOT ON XING),2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/2/11
1190162850,EALING,27,513192,184381,1,3 PEDESTRIAN,2 FEMALE,25-59,56,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/1
1190162852,WESTMINSTER,1,528047,182012,2,3 PEDESTRIAN,2 FEMALE,16-24,21,2,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/12
1190162854,WANDSWORTH,10,527078,176152,1,3 PEDESTRIAN,2 FEMALE,25-59,28,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/12
1190162859,WESTMINSTER,1,525576,181731,1,3 PEDESTRIAN,2 FEMALE,60+,76,1,2,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/12
1190162874,REDBRIDGE,14,543585,186315,1,3 PEDESTRIAN,1 MALE,25-59,40,1,2,08 IN CENTRE OF CARRIAGEWAY,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/11
1190162882,BRENT,28,522434,184207,1,3 PEDESTRIAN,2 FEMALE,25-59,41,1,2,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/8
1190162912,HACKNEY,4,533547,186047,1,3 PEDESTRIAN,1 MALE,25-59,27,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/25
1190162913,HAMMERSMITH & FULHAM,11,525858,175740,1,3 PEDESTRIAN,2 FEMALE,0-15,10,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/12
1190162924,BARNET,30,524514,196535,1,3 PEDESTRIAN,2 FEMALE,25-59,51,1,1,04 CROSSING ROAD WITHIN 50M XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/11
1190162935,KINGSTON-UPON-THAMES,23,518700,164151,1,3 PEDESTRIAN,2 FEMALE,16-24,22,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/12
1190162940,EALING,27,519052,180379,1,3 PEDESTRIAN,1 MALE,25-59,52,1,2,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/23
1190162947,HARINGEY,31,530199,189147,1,3 PEDESTRIAN,1 MALE,0-15,11,1,1,05 CROSSING ROAD (NOT ON XING),2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/2/12
1190162969,BROMLEY,19,536740,170717,1,3 PEDESTRIAN,2 FEMALE,25-59,30,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/9
1190162980,CAMDEN,2,529573,182472,1,3 PEDESTRIAN,1 MALE,0-15,13,1,2,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/12
1190162992,REDBRIDGE,14,542409,189419,1,3 PEDESTRIAN,1 MALE,16-24,16,1,1,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/21
1190162995,HOUNSLOW,25,512749,175277,1,3 PEDESTRIAN,1 MALE,25-59,35,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/7
1190163020,TOWER HAMLETS,5,533867,181914,1,3 PEDESTRIAN,2 FEMALE,25-59,31,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/12
1190163030,KINGSTON-UPON-THAMES,23,517874,167257,1,3 PEDESTRIAN,2 FEMALE,16-24,24,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/12
1190163051,SUTTON,21,525979,164134,1,3 PEDESTRIAN,1 MALE,25-59,39,1,2,09 IN ROAD - NOT CROSSING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/12
1190163052,LAMBETH,9,531284,175317,1,3 PEDESTRIAN,2 FEMALE,0-15,8,1,1,04 CROSSING ROAD WITHIN 50M XING,4 FROM DRIVERS O/SIDE MSK,1 PEDESTRIAN,2019/2/12
1190163063,HAMMERSMITH & FULHAM,11,522949,181716,1,3 PEDESTRIAN,2 FEMALE,16-24,16,1,1,01 CROSSING ROAD ON PED XING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/12
1190163070,HACKNEY,4,534451,187258,1,3 PEDESTRIAN,2 FEMALE,16-24,21,1,1,08 IN CENTRE OF CARRIAGEWAY,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/12
1190163071,REDBRIDGE,14,540066,189011,1,3 PEDESTRIAN,2 FEMALE,25-59,39,1,2,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/12
1190163079,BARNET,30,527644,193941,1,3 PEDESTRIAN,1 MALE,25-59,50,1,1,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/12
1190163081,EALING,27,512301,179073,1,3 PEDESTRIAN,1 MALE,0-15,11,1,2,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/12
1190163082,CAMDEN,2,529408,182421,1,3 PEDESTRIAN,2 FEMALE,16-24,23,1,2,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/13
1190163095,CAMDEN,2,527533,185430,1,3 PEDESTRIAN,1 MALE,25-59,28,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/13
1190163096,HACKNEY,4,534544,183800,1,3 PEDESTRIAN,1 MALE,25-59,45,1,1,01 CROSSING ROAD ON PED XING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/29
1190163138,ENFIELD,32,532497,197302,1,3 PEDESTRIAN,1 MALE,0-15,11,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/13
1190163139,BEXLEY,18,545502,171970,1,3 PEDESTRIAN,1 MALE,0-15,10,1,2,05 CROSSING ROAD (NOT ON XING),2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/2/13
1190163142,HAMMERSMITH & FULHAM,11,525351,177242,1,3 PEDESTRIAN,2 FEMALE,25-59,55,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/13
1190163145,CROYDON,20,532260,166858,1,3 PEDESTRIAN,1 MALE,25-59,58,1,2,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/13
1190163163,HARINGEY,31,533104,189530,1,3 PEDESTRIAN,1 MALE,25-59,51,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/4
1190163167,TOWER HAMLETS,5,534386,182131,2,3 PEDESTRIAN,1 MALE,60+,68,2,2,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/14
1190163174,NEWHAM,17,541573,183265,1,3 PEDESTRIAN,1 MALE,60+,88,1,2,05 CROSSING ROAD (NOT ON XING),2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/2/13
1190163178,HILLINGDON,26,506107,180486,1,3 PEDESTRIAN,1 MALE,60+,76,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/12
1190163180,WESTMINSTER,1,529018,181305,1,3 PEDESTRIAN,1 MALE,25-59,36,1,1,01 CROSSING ROAD ON PED XING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/12
1190163190,EALING,27,512286,179386,1,3 PEDESTRIAN,1 MALE,25-59,50,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/13
1190163225,SOUTHWARK,8,532837,179262,1,3 PEDESTRIAN,1 MALE,25-59,56,1,2,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/11
1190163253,HAVERING,15,551297,193634,2,3 PEDESTRIAN,2 FEMALE,25-59,28,2,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/13
1190163255,KENSINGTON & CHELSEA,12,526529,178029,1,3 PEDESTRIAN,1 MALE,60+,78,1,1,08 IN CENTRE OF CARRIAGEWAY,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/13
1190163263,GREENWICH,6,543950,178723,1,3 PEDESTRIAN,1 MALE,25-59,43,1,1,05 CROSSING ROAD (NOT ON XING),2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/2/14
1190163267,HAMMERSMITH & FULHAM,11,523471,178191,1,3 PEDESTRIAN,1 MALE,25-59,37,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/13
1190163269,SOUTHWARK,8,535665,178831,1,3 PEDESTRIAN,2 FEMALE,25-59,51,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/13
1190163270,ENFIELD,32,530137,192027,1,3 PEDESTRIAN,2 FEMALE,0-15,13,1,2,05 CROSSING ROAD (NOT ON XING),2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/2/13
1190163276,GREENWICH,6,543115,178534,1,3 PEDESTRIAN,1 MALE,25-59,34,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/13
1190163283,HAVERING,15,553148,192330,1,3 PEDESTRIAN,2 FEMALE,60+,78,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/14
1190163292,LEWISHAM,7,538031,176249,1,3 PEDESTRIAN,1 MALE,25-59,46,1,2,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/13
1190163301,CROYDON,20,532494,164390,1,3 PEDESTRIAN,2 FEMALE,25-59,45,1,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/14
1190163307,WANDSWORTH,10,524375,174875,1,3 PEDESTRIAN,2 FEMALE,25-59,57,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/14
1190163347,WESTMINSTER,1,530465,180972,1,3 PEDESTRIAN,1 MALE,25-59,51,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/9
1190163360,LEWISHAM,7,538431,172548,1,3 PEDESTRIAN,1 MALE,0-15,13,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/14
1190163368,HARINGEY,31,531086,190171,1,3 PEDESTRIAN,2 FEMALE,25-59,56,1,2,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/2
1190163369,BEXLEY,18,545231,175791,1,3 PEDESTRIAN,2 FEMALE,0-15,11,2,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/14
1190163369,BEXLEY,18,545231,175791,2,3 PEDESTRIAN,2 FEMALE,0-15,11,2,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/14
1190163385,KENSINGTON & CHELSEA,12,526411,177438,1,3 PEDESTRIAN,1 MALE,25-59,32,1,1,04 CROSSING ROAD WITHIN 50M XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/14
1190163424,HOUNSLOW,25,513665,175650,1,3 PEDESTRIAN,1 MALE,60+,79,1,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/15
1190163428,BARNET,30,526964,189961,1,3 PEDESTRIAN,2 FEMALE,25-59,48,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/14
1190163444,HAMMERSMITH & FULHAM,11,522209,179280,1,3 PEDESTRIAN,2 FEMALE,16-24,21,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/14
1190163463,CROYDON,20,532025,159463,1,3 PEDESTRIAN,2 FEMALE,25-59,31,1,1,09 IN ROAD - NOT CROSSING,5 IN RD NOT CROSSING,1 PEDESTRIAN,2019/2/14
1190163465,WESTMINSTER,1,530164,179546,1,3 PEDESTRIAN,2 FEMALE,60+,64,2,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/14
1190163467,SOUTHWARK,8,534139,176712,1,3 PEDESTRIAN,1 MALE,60+,69,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/15
1190163482,WALTHAM FOREST,13,536406,188401,1,3 PEDESTRIAN,2 FEMALE,25-59,30,1,1,01 CROSSING ROAD ON PED XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/2/14
1190163511,LEWISHAM,7,540134,171679,1,3 PEDESTRIAN,1 MALE,0-15,4,1,2,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/15
1190163512,BROMLEY,19,535934,168376,1,3 PEDESTRIAN,1 MALE,25-59,29,1,2,08 IN CENTRE OF CARRIAGEWAY,7 IN RD FACING TRAFFIC,1 PEDESTRIAN,2019/2/15
1190163517,MERTON,22,524722,170685,1,3 PEDESTRIAN,2 FEMALE,25-59,35,1,2,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/14
1190163524,KENSINGTON & CHELSEA,12,527530,179376,1,3 PEDESTRIAN,1 MALE,25-59,37,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/14
1190163527,WANDSWORTH,10,528976,177164,1,3 PEDESTRIAN,1 MALE,0-15,13,1,2,05 CROSSING ROAD (NOT ON XING),2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/2/14
1190163534,WESTMINSTER,1,524943,181742,1,3 PEDESTRIAN,1 MALE,16-24,22,1,2,09 IN ROAD - NOT CROSSING,6 IN RD NOT CROSSING MSK,1 PEDESTRIAN,2019/2/15
1190163537,SOUTHWARK,8,533979,176110,1,3 PEDESTRIAN,2 FEMALE,0-15,13,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/15
1190163569,CAMDEN,2,529284,183407,1,3 PEDESTRIAN,2 FEMALE,25-59,57,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/15
1190163581,BARKING & DAGENHAM,16,549089,184002,1,3 PEDESTRIAN,2 FEMALE,60+,62,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/15
1190163594,HACKNEY,4,537007,184743,1,3 PEDESTRIAN,2 FEMALE,60+,63,1,2,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/1/28
1190163608,HOUNSLOW,25,515144,176386,1,3 PEDESTRIAN,2 FEMALE,0-15,14,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/14
1190163615,LAMBETH,9,530048,171243,1,3 PEDESTRIAN,1 MALE,60+,81,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/15
1190163631,WALTHAM FOREST,13,538351,186054,1,3 PEDESTRIAN,1 MALE,25-59,34,1,2,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/15
1190163642,WALTHAM FOREST,13,538431,187492,1,3 PEDESTRIAN,2 FEMALE,0-15,15,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/16
1190163650,HAMMERSMITH & FULHAM,11,523470,178205,1,3 PEDESTRIAN,1 MALE,25-59,30,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/15
1190163660,BARNET,30,526418,191835,1,3 PEDESTRIAN,2 FEMALE,25-59,42,2,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/15
1190163660,BARNET,30,526418,191835,2,3 PEDESTRIAN,2 FEMALE,0-15,3,2,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/15
1190163681,EALING,27,514231,180276,1,3 PEDESTRIAN,1 MALE,25-59,48,1,1,04 CROSSING ROAD WITHIN 50M XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/2/15
1190163693,LAMBETH,9,530169,172059,1,3 PEDESTRIAN,2 FEMALE,0-15,13,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/16
1190163696,WALTHAM FOREST,13,536003,190717,1,3 PEDESTRIAN,2 FEMALE,0-15,10,1,1,05 CROSSING ROAD (NOT ON XING),4 FROM DRIVERS O/SIDE MSK,1 PEDESTRIAN,2019/2/16
1190163698,REDBRIDGE,14,543151,187889,1,3 PEDESTRIAN,2 FEMALE,25-59,29,1,2,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/15
1190163765,GREENWICH,6,540914,176124,1,3 PEDESTRIAN,1 MALE,16-24,16,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/7
1190163831,WESTMINSTER,1,527381,179496,1,3 PEDESTRIAN,2 FEMALE,25-59,39,1,1,09 IN ROAD - NOT CROSSING,5 IN RD NOT CROSSING,1 PEDESTRIAN,2019/2/15
1190163840,MERTON,22,525120,170481,1,3 PEDESTRIAN,1 MALE,16-24,24,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/16
1190163875,ENFIELD,32,535179,195223,1,3 PEDESTRIAN,1 MALE,16-24,21,1,1,04 CROSSING ROAD WITHIN 50M XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/2/16
1190163883,EALING,27,511845,180583,1,3 PEDESTRIAN,1 MALE,60+,63,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/16
1190163884,KENSINGTON & CHELSEA,12,526800,178887,1,3 PEDESTRIAN,2 FEMALE,0-15,12,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/17
1190163886,TOWER HAMLETS,5,534478,181721,1,3 PEDESTRIAN,1 MALE,60+,73,1,1,04 CROSSING ROAD WITHIN 50M XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/16
1190163898,HAMMERSMITH & FULHAM,11,525258,177995,1,3 PEDESTRIAN,2 FEMALE,25-59,27,2,1,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/16
1190163898,HAMMERSMITH & FULHAM,11,525258,177995,2,3 PEDESTRIAN,2 FEMALE,25-59,26,2,1,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/16
1190163930,WESTMINSTER,1,529337,180520,1,3 PEDESTRIAN,1 MALE,25-59,52,1,1,05 CROSSING ROAD (NOT ON XING),2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/2/14
1190163961,HACKNEY,4,533607,185014,1,3 PEDESTRIAN,1 MALE,60+,68,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/17
1190163963,LAMBETH,9,529305,175320,1,3 PEDESTRIAN,2 FEMALE,U,,1,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/17
1190163972,CROYDON,20,530863,167051,1,3 PEDESTRIAN,1 MALE,25-59,38,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/17
1190163994,REDBRIDGE,14,540398,189058,1,3 PEDESTRIAN,1 MALE,25-59,36,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/17
1190163995,LAMBETH,9,531036,175454,1,3 PEDESTRIAN,2 FEMALE,25-59,31,2,2,08 IN CENTRE OF CARRIAGEWAY,'-2 NOT APPLICABLE,1 PEDESTRIAN,2019/2/18
1190164002,KENSINGTON & CHELSEA,12,525721,179675,1,3 PEDESTRIAN,2 FEMALE,25-59,37,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/17
1190164023,HAMMERSMITH & FULHAM,11,524751,176765,1,3 PEDESTRIAN,1 MALE,16-24,22,1,1,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/16
1190164043,REDBRIDGE,14,543420,186322,1,3 PEDESTRIAN,1 MALE,16-24,22,1,3,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/17
1190164065,SOUTHWARK,8,535678,178759,1,3 PEDESTRIAN,2 FEMALE,16-24,21,1,1,03 CROSSING ROAD IN ZIG-ZAG EXIT,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/18
1190164082,MERTON,22,525476,168513,1,3 PEDESTRIAN,1 MALE,25-59,37,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/18
1190164083,CROYDON,20,531096,161363,2,3 PEDESTRIAN,1 MALE,25-59,43,2,1,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/18
1190164102,ISLINGTON,3,529397,186783,1,3 PEDESTRIAN,2 FEMALE,25-59,29,1,1,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/18
1190164107,LAMBETH,9,531836,175628,1,3 PEDESTRIAN,2 FEMALE,16-24,22,1,1,01 CROSSING ROAD ON PED XING,2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/2/18
1190164109,WANDSWORTH,10,527835,176550,2,3 PEDESTRIAN,1 MALE,25-59,44,2,1,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/18
1190164151,LAMBETH,9,530554,178706,1,3 PEDESTRIAN,1 MALE,0-15,15,1,1,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/18
1190164155,HAMMERSMITH & FULHAM,11,525787,175909,1,3 PEDESTRIAN,1 MALE,25-59,30,1,2,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/4/24
1190164186,LAMBETH,9,530741,174499,1,3 PEDESTRIAN,2 FEMALE,25-59,27,1,1,05 CROSSING ROAD (NOT ON XING),4 FROM DRIVERS O/SIDE MSK,1 PEDESTRIAN,2019/2/18
1190164190,BARKING & DAGENHAM,16,547928,185848,1,3 PEDESTRIAN,1 MALE,0-15,11,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/18
1190164201,ENFIELD,32,531068,192708,1,3 PEDESTRIAN,1 MALE,25-59,26,1,1,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,2019/2/18
1190164217,TOWER HAMLETS,5,537333,180608,1,3 PEDESTRIAN,1 MALE,25-59,36,1,1,09 IN ROAD - NOT CROSSING,8 IN RD BACK TO TRAFFIC,1 PEDESTRIAN,2019/2/18
1190164228,WANDSWORTH,10,526273,172054,1,3 PEDESTRIAN,2 FEMALE,25-59,45,1,2,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/19
1190164251,WESTMINSTER,1,529115,179777,1,3 PEDESTRIAN,1 MALE,25-59,45,2,1,04 CROSSING ROAD WITHIN 50M XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/19
1190164251,WESTMINSTER,1,529115,179777,2,3 PEDESTRIAN,2 FEMALE,25-59,36,2,1,04 CROSSING ROAD WITHIN 50M XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/19
1190164304,SOUTHWARK,8,532411,177741,1,3 PEDESTRIAN,2 FEMALE,60+,65,1,1,05 CROSSING ROAD (NOT ON XING),9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/2
1190164313,HACKNEY,4,533837,184923,1,3 PEDESTRIAN,1 MALE,25-59,52,1,1,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/15
1190164314,BARNET,30,524809,188612,1,3 PEDESTRIAN,2 FEMALE,60+,65,1,1,05 CROSSING ROAD (NOT ON XING),2 FROM DRIVERS N/SIDE MSK,1 PEDESTRIAN,2019/2/18
1190164330,EALING,27,514730,183043,1,3 PEDESTRIAN,2 FEMALE,60+,64,1,1,01 CROSSING ROAD ON PED XING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/19
1190164338,WESTMINSTER,1,528547,179018,1,3 PEDESTRIAN,1 MALE,25-59,45,1,2,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/19
1190164343,EALING,27,512384,179378,1,3 PEDESTRIAN,2 FEMALE,25-59,32,1,2,02 CROSSING ROAD IN ZIG-ZAG APP,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,2019/2/19
1190164367,NEWHAM,17,540465,184497,1,3 PEDESTRIAN,1 MALE,16-24,20,1,1,01 CROSSING ROAD ON PED XING,9 UNKNOWN OR OTHER,1 PEDESTRIAN,2019/2/19
